Algorithm, Descending?, n, Runtime (s), SOL, OPT, SOL/OPT,Epsilon
ptas_ff, True,100000,6.835851,50512,50134,1.00754,0.01
ptas_ff, True,100000,6.82375,50330,49958,1.007446,0.01
ptas_ff, True,100000,6.914862,50237,49898,1.006794,0.01
ptas_ff, True,100000,6.886389,50354,50045,1.006174,0.01
ptas_ff, True,100000,6.958806,50453,50061,1.00783,0.01
ptas_ff, True,100000,6.927927,50393,50059,1.006672,0.01
ptas_ff, True,100000,6.976943,50385,50052,1.006653,0.01
ptas_ff, True,100000,6.874439,50161,49854,1.006158,0.01
ptas_ff, True,100000,6.898509,50442,50020,1.008437,0.01
ptas_ff, True,100000,6.987265,50331,49997,1.00668,0.01
ptas_ff, True,100000,6.906213,50340,50021,1.006377,0.01
ptas_ff, True,100000,6.933771,50183,49878,1.006115,0.01
ptas_ff, True,100000,6.855023,50337,50024,1.006257,0.01
ptas_ff, True,100000,6.855587,50320,49968,1.007045,0.01
ptas_ff, True,100000,6.893512,50341,50012,1.006578,0.01
ptas_ff, True,100000,6.950841,50445,50082,1.007248,0.01
ptas_ff, True,100000,6.918475,50569,50129,1.008777,0.01
ptas_ff, True,100000,6.980949,50430,50067,1.00725,0.01
ptas_ff, True,100000,6.89541,50277,49959,1.006365,0.01
ptas_ff, True,100000,6.863,49925,49870,1.001103,0.001
ptas_ff, True,100000,6.891859,50100,50023,1.001539,0.001
ptas_ff, True,100000,7.008836,50213,50040,1.003457,0.001
ptas_ff, True,100000,7.04757,50199,50015,1.003679,0.001
ptas_ff, True,100000,7.014747,50442,50236,1.004101,0.001
ptas_ff, True,100000,6.959338,50172,50059,1.002257,0.001
ptas_ff, True,100000,6.926383,50093,50001,1.00184,0.001
ptas_ff, True,100000,6.871004,50167,50066,1.002017,0.001
ptas_ff, True,100000,6.9182,50115,50040,1.001499,0.001
ptas_ff, True,100000,6.99106,50237,50099,1.002755,0.001
ptas_ff, True,100000,6.935516,50498,50324,1.003458,0.001
ptas_ff, True,100000,6.858782,50184,50077,1.002137,0.001
ptas_ff, True,100000,6.956448,50191,50078,1.002256,0.001
ptas_ff, True,100000,6.894433,49985,49914,1.001422,0.001
ptas_ff, True,100000,6.952272,49827,49767,1.001206,0.001
ptas_ff, True,100000,6.968371,50196,50075,1.002416,0.001
ptas_ff, True,100000,6.905411,50058,49965,1.001861,0.001
ptas_ff, True,100000,6.873499,50208,50111,1.001936,0.001
ptas_ff, True,100000,6.957289,50215,50083,1.002636,0.001
ptas_ff, True,100000,6.990955,50150,50011,1.002779,0.001
ptas_ff, True,100000,6.961975,50073,49936,1.002744,0.001
ptas_ff, True,100000,6.961725,50298,50068,1.004594,0.001
ptas_ff, True,100000,6.936156,49945,49875,1.001404,0.001
ptas_ff, True,100000,6.912086,50104,50005,1.00198,0.001
ptas_ff, True,100000,6.879662,49853,49760,1.001869,0.001
ptas_ff, True,100000,6.976759,50144,50038,1.002118,0.001
ptas_ff, True,100000,6.985316,50206,49987,1.004381,0.001
ptas_ff, True,100000,6.84791,50049,49967,1.001641,0.001
ptas_ff, True,100000,6.879159,49912,49800,1.002249,0.001
ptas_ff, True,100000,6.917894,50075,49995,1.0016,0.001
ptas_ff, True,100000,7.000859,50217,50086,1.002616,0.001
ptas_ff, True,100000,6.954295,50085,49978,1.002141,0.001
ptas_ff, True,100000,6.895756,49980,49912,1.001362,0.0001
ptas_ff, True,100000,6.886665,50033,49982,1.00102,0.0001
ptas_ff, True,100000,6.860662,49781,49738,1.000865,0.0001
ptas_ff, True,100000,6.895901,50072,50009,1.00126,0.0001
ptas_ff, True,100000,6.94132,49911,49860,1.001023,0.0001
ptas_ff, True,100000,6.991143,50211,50120,1.001816,0.0001
ptas_ff, True,100000,6.919797,50045,49970,1.001501,0.0001
ptas_ff, True,100000,6.92435,50048,49982,1.00132,0.0001
ptas_ff, True,100000,6.970345,50153,50034,1.002378,0.0001
ptas_ff, True,100000,6.998652,50241,50108,1.002654,0.0001
ptas_ff, True,100000,7.064353,50050,49971,1.001581,0.0001
ptas_ff, True,100000,6.992388,50081,50016,1.0013,0.0001
ptas_ff, True,100000,6.909032,49947,49902,1.000902,0.0001
ptas_ff, True,100000,6.90558,49886,49829,1.001144,0.0001
ptas_ff, True,100000,7.009201,49939,49884,1.001103,0.0001
ptas_ff, True,100000,6.96271,50000,49932,1.001362,0.0001
ptas_ff, True,100000,6.834278,50108,50019,1.001779,0.0001
ptas_ff, True,100000,6.87426,49990,49937,1.001061,0.0001
ptas_ff, True,100000,6.885797,49917,49867,1.001003,0.0001
ptas_ff, True,100000,6.937549,50019,49953,1.001321,0.0001
ptas_ff, True,100000,6.978934,50227,50051,1.003516,0.0001
ptas_ff, True,100000,6.902872,50212,50094,1.002356,0.0001
ptas_ff, True,100000,6.950936,50220,50124,1.001915,0.0001
ptas_ff, True,100000,6.923664,49885,49849,1.000722,0.0001
ptas_ff, True,100000,6.978136,50077,49991,1.00172,0.0001
ptas_ff, True,100000,7.001297,50099,50010,1.00178,0.0001
ptas_ff, True,100000,6.925117,49921,49858,1.001264,0.0001
ptas_ff, True,100000,6.899554,50294,50178,1.002312,0.0001
ptas_ff, True,100000,6.845612,50162,50084,1.001557,0.0001
ptas_ff, True,100000,6.970689,50252,50124,1.002554,0.0001
ptas_ff, True,100000,7.055539,50188,50057,1.002617,0.0001
ptas_ff, True,100000,7.030767,49942,49897,1.000902,0.0001
